tRF,LA2CN2_1,LA2CN2_2,LA2CN2_3,LA2CN2_4,LA2CO2_1,LA2CO2_2,LA2CO2_3,LA2CO2_4,LA5CN2_1,LA5CN2_2,LA5CN2_3,LA5CN2_4,LA5CO2_1,LA5CO2_2,LA5CO2_3,LA5CO2_4
tRF-16-6NMH49B,7.866251119,3.524999977,7.780043655,15.20426716,4.789631669,2.321659661,6.900347364,2.401548415,8.520058123,10.42390073,5.421698341,6.919433626,12.10768427,11.07828939,32.03828179,16.2712457
tRF-16-6R6LQ60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-16-6RM3WED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6RRNLID,0,0,0,0,0,0,0,0,0,0,0,1.258078841,0,0,0,0.813562285
tRF-16-6RRNLND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6U9DXXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6VM8NPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6VM8NPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6VR8K0E,0,0,1.296673942,0,1.59654389,0,1.380069473,0,0.60857558,0.548626354,0,0,0,0.738552626,1.456285536,0
tRF-16-6WNE88B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6XQ6S8E,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0.738552626,0,0
tRF-16-6YMWWBE,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-16-6ZEDKZB,0,0,0,0,0,0,0,0,0,0,0,1.258078841,0,0,0,0
tRF-16-701M3KE,0,1.174999992,0,0,0,0,0,0,0,0,0,0.629039421,0.756730267,1.477105253,0,0.813562285
tRF-16-70SRRND,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,1.456285536,0
tRF-16-70VR31E,0,1.174999992,1.296673942,1.086019083,0,2.321659661,1.380069473,0,0,1.097252708,0,0,0.756730267,4.431315758,0,1.62712457
tRF-16-739P8W0,10.48833483,10.57499993,22.04345702,23.89241982,23.94815834,29.02074576,23.46118104,33.62167781,6.085755802,15.91016427,12.65062946,12.58078841,15.13460534,9.601184142,8.737713217,7.322060563
tRF-16-73DJS8E,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-73FJP4D,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-16-73FJQ4D,7.866251119,18.79999988,10.37339154,8.68815266,11.17580723,11.6082983,9.66048631,16.81083891,23.12587205,18.10466968,13.85545131,15.72598551,25.72882908,27.32644717,20.38799751,21.1526194
tRF-16-73FJQHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-73FJQSD,0,0,0,0,0,0,1.380069473,0,1.21715116,0,0,0,0.756730267,0.738552626,0,0
tRF-16-73IEWSD,0,0,0,0,1.59654389,1.16082983,0,0,0,0.548626354,0,1.887118262,0.756730267,0.738552626,0,0
tRF-16-73UKL40,0,0,0,0,0,0,0,0,0,0,0,0,1.513460534,0,0,0
tRF-16-73UKMY0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-73V6M70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-16-74113KE,1.311041853,0,1.296673942,0,0,0,0,0,0.60857558,0,0.602410927,0,0,0.738552626,1.456285536,0
tRF-16-761RNMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-76D6MS0,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-76DRMD0,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-16-76IRMMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-77R732E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-789NLJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-799PLUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-16-79KV0KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-79KVPKE,0,1.174999992,0,0,0,1.16082983,0,0,0.60857558,0.548626354,0,0,0,0,0,0
tRF-16-79MP9PD,1.311041853,8.224999946,6.483369712,2.172038165,0,1.16082983,1.380069473,1.200774208,8.520058123,6.583516248,6.024109267,6.290394205,4.540381602,2.954210505,2.912571072,0.813562285
tRF-16-7E14PH0,0,0,1.296673942,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0.813562285
tRF-16-7HFK8S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62712457
tRF-16-7IVI7OD,0,0,0,0,0,0,0,0,0,0,0,0.629039421,1.513460534,0,0,0
tRF-16-7JPE6HB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7JV2Y8E,0,3.524999977,2.593347885,1.086019083,1.59654389,1.16082983,1.380069473,1.200774208,5.477180222,3.840384478,6.024109267,3.145197103,3.783651335,2.215657879,4.368856608,3.254249139
tRF-16-7JY39IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-16-7O6U9DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-16-7O6W9DE,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-16-7P4PWJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7P596VE,6.555209266,19.97499987,6.483369712,10.86019083,7.982719448,2.321659661,5.520277891,7.204645245,10.34578486,5.48626354,9.036163901,8.177512467,13.62114481,13.29394727,13.10656983,12.20343427
tRF-16-7PLPVJB,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7PLWWJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7PU9XWE,19.6656278,31.72499979,36.30687039,42.35474422,28.73779001,19.73410712,23.46118104,21.61393574,34.68880807,44.43873467,26.50608078,39.00044407,36.32305282,36.18907869,21.84428304,30.10180454
tRF-16-7PVR31E,0,0,0,0,0,0,0,0,0.60857558,0,0,0.629039421,0,0,0,0
tRF-16-7RH3SJ0,0,0,0,0,0,0,0,0,0,0.548626354,0,0.629039421,0,0,0,0
tRF-16-7RRNL3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7S1R270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7S1RJ70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7S362V0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SB1RF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SBRX90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SDR2SD,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-16-7SDR690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SERM4E,0,0,0,0,0,0,0,0,0.60857558,1.645879062,0,0,0.756730267,0,0,0
tRF-16-7SF7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SFR2WE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SFRJ40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SHRMFE,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-7SHRRH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-16-7SI7JPE,0,0,0,0,0,0,2.760138946,0,0.60857558,0,0,0,0,0,0,0
tRF-16-7SIR3D0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SIR690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SIRM1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7SQWU1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-16-7UK87SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7W5NLJD,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-16-7W6SJFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-7Z2R1H0,0,0,0,0,0,0,0,0,1.825726741,1.097252708,3.012054634,2.516157682,3.026921068,3.692763132,0,0.813562285
tRF-16-801MW8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-81JJ6R0,0,0,0,0,0,1.16082983,0,0,0,0,0,0.629039421,0,0,0,0
tRF-16-83RPFV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-86S2P9D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-16-86YZQDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-88481DD,95.70605529,138.6499991,81.69045838,80.36541211,98.98572115,70.81061966,103.5052105,82.85342032,59.64040686,53.76538269,48.19287414,47.17795654,110.482619,108.5672361,97.57113092,130.9835278
tRF-16-884U1DD,1211.402672,1246.674992,950.4619998,947.00864,1232.531883,1095.82336,1235.162178,1135.9324,1174.55087,1149.920838,978.9177559,967.4626288,2476.778164,2494.092219,2469.860269,3085.028184
tRF-16-8871K9D,595.2130014,674.4499956,534.2296643,526.719255,549.211098,450.4019742,572.7288312,449.0895536,530.0693304,553.5639912,427.1093471,511.4090489,948.9397549,929.0992039,1215.998423,1330.174336
tRF-16-88FYREE,0,0,0,0,0,0,0,0,0.60857558,0.548626354,0.602410927,0.629039421,2.270190801,0.738552626,0,0
tRF-16-88HPDEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-88I26W0,17.04354409,16.44999989,16.85676125,11.94620991,12.77235112,8.125808813,11.04055578,7.204645245,2.434302321,1.645879062,0.602410927,1.258078841,0.756730267,0.738552626,4.368856608,0.813562285
tRF-16-897PV8E,0,1.174999992,0,0,0,0,0,0,0.60857558,0,1.204821853,0.629039421,0,0.738552626,0,0
tRF-16-89Q867D,0,0,0,0,0,0,0,0,0,0,1.204821853,0,0,0,0,1.62712457
tRF-16-8B8SOU0,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8BR9M3E,0,0,0,1.086019083,0,1.16082983,0,0,0,0,0,1.258078841,0,0,4.368856608,0
tRF-16-8BWS72B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8E8RO80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8FLUD3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8HM2OS0,0,3.524999977,0,0,0,0,4.140208418,1.200774208,0,1.645879062,0,0,0,0,0,0
tRF-16-8HWVZ5B,0,0,0,0,0,0,0,0,1.21715116,0,0.602410927,1.258078841,1.513460534,0.738552626,0,1.62712457
tRF-16-8IPV6R0,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-16-8JML5FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8K587SB,1.311041853,5.874999961,5.18669577,5.430095413,4.789631669,5.804149152,4.140208418,4.80309683,1.21715116,2.74313177,3.012054634,3.774236523,1.513460534,1.477105253,1.456285536,0.813562285
tRF-16-8KSWRNE,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8KWFS9D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8L8V7KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8NWE6W0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8P1N3KE,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-16-8P4U1DD,0,0,2.593347885,0,3.193087779,1.16082983,6.900347364,6.003871038,2.434302321,2.194505416,0.602410927,2.516157682,3.026921068,7.385526263,4.368856608,8.135622848
tRF-16-8PLML3E,1.311041853,0,0,0,0,0,0,0,0.60857558,0,0,1.887118262,2.270190801,0,1.456285536,0
tRF-16-8R6546D,15.73250224,19.97499987,18.15343519,24.9784389,17.56198278,19.73410712,17.94090315,8.405419453,16.43154067,25.23681228,20.48197151,25.79061624,40.86343442,22.15657879,48.05742269,42.30523881
tRF-16-8RPFR90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8RPY8HD,1.311041853,0,0,0,0,0,1.380069473,0,0,0,0,0,0.756730267,0,0,0
tRF-16-8RQFR90,0,0,0,1.086019083,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-16-8RR9ODD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8S2SP5D,1.311041853,3.524999977,0,1.086019083,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-16-8S68L5D,39.3312556,44.64999971,55.75697953,35.83862972,28.73779001,29.02074576,37.26187577,38.42477464,12.78008718,10.97252708,9.638574828,8.806551888,23.45863828,26.58789455,34.95085287,26.03399311
tRF-16-8S746DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8SP25VD,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,1.456285536,0.813562285
tRF-16-8SPOF5D,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8SPOL5D,107.505432,103.3999993,105.0305893,114.0320037,92.59954559,118.4046427,122.8261831,90.05806556,15.82296509,17.55604333,17.46991688,15.09694609,16.64806588,26.58789455,30.58199626,35.79674053
tRF-16-8SQ2SVD,1.311041853,2.349999985,1.296673942,1.086019083,6.386175558,0,1.380069473,0,0,0,0,0,0,0.738552626,0,0
tRF-16-8VI26W0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8W6ZFY0,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-16-8WI26W0,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-8WQ0D5D,2.622083706,3.524999977,1.296673942,2.172038165,1.59654389,5.804149152,1.380069473,1.200774208,0.60857558,4.389010832,1.80723278,1.258078841,0,2.215657879,0,0.813562285
tRF-16-8WR8WPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8Y3DUVD,14.42146039,21.14999986,11.67006548,11.94620991,15.9654389,5.804149152,8.280416837,7.204645245,21.30014531,16.45879062,13.85545131,17.61310378,24.21536855,27.32644717,24.75685411,42.30523881
tRF-16-8YWJUVD,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0.813562285
tRF-16-8Z1MQ8E,6.555209266,2.349999985,6.483369712,2.172038165,0,2.321659661,4.140208418,7.204645245,3.042877901,4.937637186,2.409643707,3.145197103,6.053842136,5.169868384,1.456285536,7.322060563
tRF-16-91M3WDE,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-91PJB7D,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-93F91S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-93Q01MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-945NB2D,1.311041853,1.174999992,1.296673942,4.34407633,1.59654389,2.321659661,2.760138946,4.80309683,2.434302321,1.645879062,1.204821853,1.887118262,0,3.692763132,0,2.440686854
tRF-16-94U4SPD,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-94V4SMB,0,2.349999985,1.296673942,0,0,0,0,0,1.21715116,1.097252708,1.204821853,1.887118262,1.513460534,0.738552626,0,2.440686854
tRF-16-96L85DE,7.866251119,12.92499991,11.67006548,9.774171743,6.386175558,4.643319322,8.280416837,9.60619366,13.99723835,12.61840614,9.638574828,6.290394205,2.270190801,7.385526263,11.65028429,8.949185133
tRF-16-97N4QL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-983FPDD,0,2.349999985,1.296673942,0,0,0,0,1.200774208,1.825726741,0.548626354,0,0.629039421,0.756730267,0.738552626,0,2.440686854
tRF-16-98YKIS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-16-9D5HLY0,2.622083706,4.699999969,1.296673942,0,1.59654389,0,1.380069473,1.200774208,0,1.097252708,2.409643707,3.774236523,0.756730267,2.215657879,1.456285536,0.813562285
tRF-16-9ED3E8D,0,0,0,0,0,0,0,0,2.434302321,2.194505416,0.602410927,1.887118262,5.297111869,2.215657879,1.456285536,0.813562285
tRF-16-9EDJSYB,26.22083706,35.24999977,23.34013096,26.06445798,25.54470223,24.37742644,33.12166735,28.81858098,117.455087,110.2738971,105.4219122,120.1465293,142.2652902,164.6972357,149.9974102,139.1191507
tRF-16-9EF91Y0,0,0,0,0,0,0,1.380069473,0,0.60857558,0,0,0,0.756730267,0,0,0
tRF-16-9H34QX0,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0.813562285
tRF-16-9HVMRX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9I1EZJ0,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9I34QFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9I34QX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9KR959D,0,1.174999992,1.296673942,0,0,2.321659661,1.380069473,1.200774208,0,0.548626354,0,0.629039421,0,1.477105253,0,0
tRF-16-9L1HW3D,0,0,0,1.086019083,0,0,0,0,1.21715116,0.548626354,1.204821853,0.629039421,1.513460534,0,0,0
tRF-16-9L5F82D,0,0,2.593347885,1.086019083,0,0,0,0,0,1.097252708,0.602410927,0,1.513460534,0,0,0.813562285
tRF-16-9L5H4VE,0,0,0,1.086019083,1.59654389,0,0,2.401548415,1.21715116,2.194505416,1.204821853,0,0,0,0,2.440686854
tRF-16-9L5HJVE,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0.756730267,1.477105253,0,0
tRF-16-9L5HLVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9L5HMVE,1.311041853,5.874999961,0,1.086019083,1.59654389,4.643319322,1.380069473,0,9.128633703,7.132142602,6.626520194,5.032315364,12.10768427,11.07828939,13.10656983,15.45768341
tRF-16-9L5HNVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9LOHLVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9LONNVD,0,0,0,0,0,2.321659661,2.760138946,1.200774208,0.60857558,1.097252708,0.602410927,0,0,0.738552626,0,0
tRF-16-9LQHWUD,0,1.174999992,0,0,0,0,0,0,1.825726741,0.548626354,0.602410927,0.629039421,0.756730267,0,2.912571072,0.813562285
tRF-16-9MH57SD,5.244167413,2.349999985,6.483369712,8.68815266,6.386175558,2.321659661,6.900347364,1.200774208,3.651453481,5.48626354,5.421698341,7.548473047,3.783651335,8.12407889,2.912571072,10.5763097
tRF-16-9MUKL60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9MV4S4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-16-9MVH7P0,0,0,0,0,0,0,0,0,0.60857558,2.194505416,0.602410927,1.887118262,0.756730267,0,0,0
tRF-16-9N1E8J0,0,1.174999992,0,0,0,0,0,0,0,1.097252708,0.602410927,0,0.756730267,0,1.456285536,1.62712457
tRF-16-9N1EWJ0,340.8708818,328.9999978,361.7720299,314.9455339,330.4845851,273.95584,280.154103,258.1664546,410.1799411,388.4274586,375.3020074,334.6489717,584.9524964,597.4890747,614.5524962,497.9001183
tRF-16-9N1QKSD,13.11041853,19.97499987,16.85676125,6.516114495,15.9654389,12.76912814,9.66048631,13.20851628,54.77180222,60.89752529,43.37358673,57.24258727,55.24130949,60.56131536,68.4454202,69.96635649
tRF-16-9NDJ58B,0,0,0,0,1.59654389,0,0,1.200774208,1.825726741,1.645879062,1.80723278,1.887118262,5.297111869,4.431315758,1.456285536,0.813562285
tRF-16-9NDJ78B,1.311041853,0,0,0,0,0,0,0,1.825726741,2.194505416,2.409643707,0.629039421,3.026921068,2.954210505,1.456285536,0
tRF-16-9NDJI8B,1.311041853,0,0,0,0,0,0,0,2.434302321,2.194505416,1.204821853,1.258078841,2.270190801,0,1.456285536,0.813562285
tRF-16-9NF5W80,2.622083706,3.524999977,1.296673942,4.34407633,0,3.482489491,1.380069473,4.80309683,10.95436044,13.71565885,7.831342048,10.06463073,6.053842136,17.72526303,120.8716995,8.135622848
tRF-16-9NFJ7J0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-16-9NFJE8E,1.311041853,3.524999977,1.296673942,1.086019083,0,0,0,0,8.520058123,4.937637186,1.80723278,1.887118262,6.810572403,2.215657879,1.456285536,3.254249139
tRF-16-9NH57PE,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-16-9NH5SYD,41.9533393,38.77499974,44.08691404,33.66659156,22.35161445,25.53825627,33.12166735,28.81858098,68.16046499,75.16181049,50.00010692,61.01682379,80.21340831,80.50223627,81.55199002,81.35622848
tRF-16-9NHQ7SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9NS334D,6.555209266,5.874999961,14.26341337,6.516114495,11.17580723,12.76912814,5.520277891,10.80696787,3.651453481,3.291758124,5.421698341,7.548473047,3.783651335,5.908421011,4.368856608,3.254249139
tRF-16-9O0PRM0,0,0,0,0,0,0,0,0,0.60857558,0.548626354,0,0,0,0,0,0.813562285
tRF-16-9PMNH5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9PW4PU0,0,0,0,0,0,0,0,0,0,1.097252708,1.204821853,0.629039421,0.756730267,0.738552626,1.456285536,0
tRF-16-9Q53K80,0,0,0,0,0,0,0,0,0,0.548626354,0,0.629039421,0.756730267,0,0,0
tRF-16-9Q5J480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-16-9Q5JK80,0,0,0,0,0,0,0,0,3.042877901,1.097252708,2.409643707,1.887118262,0.756730267,1.477105253,2.912571072,0
tRF-16-9RQ4R90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9URRM3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9VWVEHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9VZVEHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-B11KWHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-B4S2QID,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-B4ZPEKD,0,2.349999985,0,2.172038165,0,0,0,0,0.60857558,0,0,0.629039421,2.270190801,0.738552626,0,0.813562285
tRF-16-B6R3LU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-B8VHM70,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-BE7XO80,0,2.349999985,1.296673942,3.258057248,4.789631669,0,1.380069473,1.200774208,0,0.548626354,1.204821853,0.629039421,0.756730267,0.738552626,4.368856608,0.813562285
tRF-16-BK87R90,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-16-BK8RR90,1.311041853,0,0,1.086019083,0,0,0,0,0,0,0,1.258078841,0,0,0,0
tRF-16-BKZ3R90,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-16-BLS17OD,1.311041853,0,0,0,0,0,0,1.200774208,0,0,0.602410927,0,0,0,0,0
tRF-16-BM32LJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-BMM3PRD,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-16-BMW3RDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-BP1IUUD,0,0,2.593347885,1.086019083,0,2.321659661,2.760138946,0,1.21715116,0.548626354,0.602410927,0.629039421,0,0.738552626,1.456285536,0
tRF-16-BS5EOBD,0,2.349999985,2.593347885,5.430095413,3.193087779,2.321659661,4.140208418,6.003871038,1.21715116,2.194505416,1.80723278,0.629039421,0,1.477105253,0,2.440686854
tRF-16-BS68BFD,30.15396262,29.37499981,22.04345702,26.06445798,35.12396557,24.37742644,27.60138946,27.61780677,25.56017437,25.78543864,22.28920429,15.09694609,47.67400682,35.45052606,65.53284913,55.32223536
tRF-16-BS6PBFD,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-16-BX1WZ40,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-BY68BFD,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0.756730267,0,0,0
tRF-16-D0SRMN0,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-D3387SB,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-16-D3987SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-16-D3KS7SB,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-16-D75K880,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-D7M461D,0,1.174999992,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-16-D7M461E,0,0,0,0,0,0,1.380069473,0,0.60857558,0,0,1.258078841,0,0,0,1.62712457
tRF-16-D7M4O1E,0,0,0,0,0,1.16082983,0,0,0.60857558,0,0,0,0,0.738552626,0,0
tRF-16-D7OKW4B,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-16-D81H93E,1.311041853,2.349999985,1.296673942,2.172038165,4.789631669,5.804149152,2.760138946,0,15.82296509,6.583516248,10.24098575,14.46790667,14.37787507,23.63368404,21.84428304,21.96618169
tRF-16-D88JE70,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-16-D8E0LVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-D8V0L90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-16-D9Z1X6D,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-16-DEL87SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DF7UK80,0,0,1.296673942,2.172038165,0,0,0,1.200774208,1.825726741,1.097252708,0,0,0.756730267,1.477105253,2.912571072,0
tRF-16-DJPPE6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DJQ8IX0,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-16-DOL61M0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DPUSYDE,0,1.174999992,0,0,0,0,0,1.200774208,0.60857558,0,0.602410927,0.629039421,0,0,0,0
tRF-16-DR265M0,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DR2RWM0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DR2SN1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DR3J09D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
